player_name,delta_diff,delta_avg,MLBAMID
"Anderson, Nick",0.029132262850932896,-0.024871806826757516,623433
"Adam, Jason",0.04222447871239982,-0.024830803260279574,592094
"Borucki, Ryan",0.01649286431794304,-0.024807183941593192,621366
"Díaz, Miguel",0.017948677711177714,-0.02477350355405911,622766
"Fulmer, Carson",0.002064248458985292,-0.024771111111111094,608334
"Pagán, Emilio",0.045218379189289136,-0.0247383959547267,641941
"Garrett, Amir",0.05627472494982588,-0.0246598810553663,607237
"Finnegan, Kyle",0.02908481212418522,-0.024598743553809494,640448
"Crawford, Brandon",0.2626,-0.024500000000000008,543063
"McMillon, John",0.04309375,-0.024453125,669111
"Funderburk, Kody",0.024084894867037722,-0.024347858688930125,681892
"Soriano, José",0.03881087218420036,-0.024329827588675336,667755
"Merryweather, Julian",0.03889850563865686,-0.023891106130229375,657240
"Coulombe, Danny",0.03331857442203104,-0.023287226895204276,543056
"Snell, Blake",0.02853597504849284,-0.02304492254342433,605483
"Lester, Josh",0.09144444444444444,-0.022833333333333334,623507
"Walker, Ryan",0.04011407936028402,-0.022756562342934494,676254
"Krehbiel, Joey",0.02174633699633699,-0.022743827160493828,607216
"Thornton, Trent",0.043279746817090785,-0.0225323731644192,663423
"Reid-Foley, Sean",0.030639192343604113,-0.022437551020408165,656887
"Duran, Jhoan",0.0016986093484390348,-0.02218633589779877,661395
"Holmes, Clay",0.02424922019436531,-0.021959943700451044,605280
"Hartlieb, Geoff",0.02256521739130434,-0.021760869565217392,664129
"Raley, Brooks",0.029380466312522606,-0.021465529362776573,548384
"Ward, Thaddeus",0.06411509598530125,-0.02140693063982801,663658
"Holton, Tyler",0.0038027505021525354,-0.02139710865422786,663947
"Nelson, Nick",0.0008092436974789959,-0.02108695652173914,656793
"Bummer, Aaron",0.049623401658951176,-0.02106200476443724,607481
"Abreu, Bryan",0.007404627728179302,-0.020875095249371034,650556
"Díaz, Alexis",0.013504835364822748,-0.020588484193490506,664747
"May, Dustin",0.008807455738705738,-0.020522851800976807,669160
"Romano, Jordan",0.0016692520993618204,-0.020410194771082964,605447
"Milner, Hoby",0.012441736785175569,-0.02033706044940356,571948
"Baker, Bryan",0.061069181778494935,-0.020229477706467804,641329
"Lawrence, Justin",0.025926169115807675,-0.019939448953903885,664875
"Fulmer, Michael",0.031536593093466264,-0.019697911346947636,605242
"Robertson, David",0.044598251249877964,-0.01958738952657618,502085
"Eaton, Nate",0.014090909090909074,-0.01913636363636364,681987
"Hoffman, Jeff",0.01774432987288556,-0.019116470790986568,656546
"Cruz, Fernando",0.04155250248638705,-0.019007712227815797,518585
"García, Luis",0.019548077712000046,-0.018919123936185372,472610
"Then, Juan",0.00219727891156464,-0.018823979591836737,672730
"Hernandez, Jose",0.03771391053849543,-0.01877364862538412,669796
"King, Michael",0.02763233826279936,-0.018750923408557697,650633
"Stratton, Hunter",0.04158355263157895,-0.01855384615384615,676702
"Busenitz, Alan",0.021410714285714286,-0.018547126436781608,641427
"Little, Luke",0.002178095238095243,-0.018453174603174603,681432
"Jackson, Jay",0.014811042894714653,-0.01845313628204047,543351
"Hader, Josh",0.009668290694039978,-0.018375231576794816,623352
"Bracho, Silvino",0.003736764705882349,-0.018349999999999998,611093
"Ortega, Oliver",0.02688648589065256,-0.018222100970017634,661383
"Kriske, Brooks",0.018522222222222218,-0.018172222222222225,621139
"Greene, Shane",0.048463235294117654,-0.01809090909090909,572888
"Loáisiga, Jonathan",0.040407772036553546,-0.01808735547832187,642528
"Ortiz, Luis F.",0.03666826360773729,-0.017820254161043634,656814
"Leclerc, José",0.018552912877020114,-0.017668556883595775,600917
"Pérez, Francisco",0.06558891211321359,-0.017590860178194136,660906
"Holderman, Colin",0.00926266040850482,-0.01743764833739049,670059
"Woodruff, Brandon",0.01211363792663584,-0.017228347561057844,605540
"Kershaw, Clayton",0.006122726938657001,-0.01705404355938518,477132
"López, Reynaldo",0.02138026695219064,-0.017023601543546107,625643
"De Los Santos, Yerry",0.008830021267766375,-0.01701823129251701,660787
"Boyle, Joe",0.023606382978723403,-0.016898936170212767,671212
"Moreta, Dauri",0.01646164751587363,-0.01686141071446213,664294
"Okert, Steven",0.03771527548702557,-0.016824356387006346,595345
"Brewer, Colten",0.057051282051282064,-0.016820512820512817,605155
"Cano, Yennier",0.010107830864615256,-0.016643216749369395,666974
"Fairbanks, Pete",0.008546154070611774,-0.016610534767001334,664126
"Bass, Anthony",0.04346544988576238,-0.016556748359167716,542914
"Leiter Jr., Mark",0.023725605170310242,-0.016427418684348157,643410
"Givens, Mychal",0.09052040598290599,-0.016338666666666665,571710
"Skubal, Tarik",0.0012856288552717046,-0.016325830269386974,669373
"Romero, JoJo",0.0008215346291737362,-0.016176114387008153,668941
"Weiss, Zack",0.02055811270600745,-0.016072157472157476,592848
"Jarvis, Bryce",0.05288280663780663,-0.016036579379226437,686826
"Alexander, Scott",0.032483458915190354,-0.015851326097960375,518397
"Senga, Kodai",0.021807517366267046,-0.015828694850178054,673540
"Kolarek, Adam",0.005016666666666661,-0.01580119047619048,592473
"Bibee, Tanner",0.013817964535344021,-0.01566478209879269,676440
"deGrom, Jacob",0.006908163265306121,-0.015209183673469387,594798
"Nelson, Kyle",0.0695893692049393,-0.015093165277856377,669459
"Jameson, Drey",0.020634990866717058,-0.014988458528951485,686753
"Ramirez, Nick",0.026395452763592845,-0.01493825152918149,598286
"Young, Danny",0.020177067669172932,-0.014795146520146522,664849
"Strahm, Matt",0.010127058584592471,-0.01478071860704652,621381
"Johnson, Pierce",0.04273160937426808,-0.014752729225104526,572955
"Clase, Emmanuel",0.01917198643348693,-0.014735044946482199,661403
"Vines, Darius",0.047798148148148145,-0.014482407407407406,670241
"Nardi, Andrew",0.012080124972633133,-0.01443814201617917,677053
"Joyce, Ben",0.026332000962000963,-0.01428370921193502,690829
"Pearson, Nate",0.02694069062056553,-0.014093310566352631,663878
"Wingenter, Trey",0.06346286596884286,-0.014090794282908888,622259
"Stallings, Jacob",0.08686730158730158,-0.01403301587301587,607732
"Curtiss, John",0.037443612637362636,-0.014011824633699637,595928
"Iglesias, Raisel",0.014287537856963326,-0.013955396251328618,628452
"Pepiot, Ryan",0.008884412961613219,-0.013954148257241042,686752
"Bazardo, Eduard",0.03069546011586452,-0.013920293847566574,660825
"Sands, Cole",0.00914757377396266,-0.013833777636504912,663485
"Swanson, Erik",0.009832255831994539,-0.013810133861440985,657024
"VerHagen, Drew",0.03879260291877954,-0.01373634097530123,572403
"Scott, Tayler",0.05414230477447389,-0.013732071819112263,605463
"Gray, Sonny",0.00012282717076437556,-0.013688756412048616,543243
"Pallante, Andre",0.022557981367914228,-0.013632523118681548,669467
"Cole, Gerrit",0.00014356692581475768,-0.013462651798800615,543037
"Middleton, Keynan",0.021865731547638014,-0.013436411586247823,641871
"Hernández, Daysbel",0.04944570707070708,-0.013365942028985502,678226
"Burnes, Corbin",0.0121405963125063,-0.013265184519889516,669203
"Brazoban, Huascar",0.031335446141180265,-0.013156585166060185,623211
"Lucas, Easton",0.10752254901960784,-0.013041666666666658,687922
"González, Chi Chi",0.043905458089668614,-0.013009009009009007,592346
"Bird, Jake",0.03004095288840597,-0.01295149233546141,656234
"Pressly, Ryan",0.02530836997238741,-0.012840972576831505,519151
"Almonte, Yency",0.05013724976703826,-0.01281331819075426,622075
"Bard, Daniel",0.03669912539843371,-0.012713271817851477,453268
"Gallen, Zac",0.0009765250918854773,-0.012673769539618754,668678
"Eflin, Zach",0.01579759551341076,-0.012582021061279015,621107
"Thompson, Keegan",0.026063183826612074,-0.012335530819747012,624522
"Bernardino, Brennan",0.0025421792295312953,-0.012316228102009392,657514
"Guerra, Javy",0.09192134790343345,-0.01224084119979842,642770
"Bradish, Kyle",0.006550442460688763,-0.01212548598139124,680694
"Musgrove, Joe",0.01743709236297471,-0.01211007968466144,605397
"Daniel, Davis",0.0031963768115942006,-0.012082417582417581,669721
"Herget, Kevin",0.0395241934832844,-0.012053097407642861,643361
"Suter, Brent",0.028847909806441505,-0.011883111916646195,608718
"Burke, Brock",0.012511304717894169,-0.011881593597309633,656271
"Fried, Max",0.00014354655845746217,-0.011830789485696028,608331
"Sousa, Bennett",0.027033015873015872,-0.01182761904761905,656986
"Verlander, Justin",0.016274218442746877,-0.011802442604049487,434378
"López, Pablo",0.0187454135661744,-0.011781904896294748,641154
"Butto, José",0.012948552154195016,-0.011775236491903162,676130
"Miller, Mason",0.02059703174603174,-0.01174781746031746,695243
"Lorenzen, Michael",0.02060507016749162,-0.011703570436869594,547179
"Garcia, Robert",0.007109415791080884,-0.01155834783397605,676395
"Wacha, Michael",0.0007191897946303531,-0.01149694057632752,608379
"Sánchez, Cristopher",0.02374464535267343,-0.01136979556901181,650911
"Reyes, Pablo",0.09459090909090909,-0.011260869565217387,622569
"Gipson-Long, Sawyer",0.005376811594202894,-0.011193840579710146,687830
"Ruiz, José",0.03622725305069902,-0.011187354912265472,614179
"Brogdon, Connor",0.04586938047017631,-0.011055820457353637,641401
"Hernández, Carlos",0.038452432759369805,-0.010965222953108571,672578
"Long, Sam",0.041999016505931,-0.010852174803581846,669674
"Banda, Anthony",0.030768831400081402,-0.010814111111111115,607455
"Newcomb, Sean",0.012436752136752136,-0.010772995780590716,656794
"Bachman, Sam",0.015493692750486223,-0.010742484111633052,696147
"Valdez, Framber",0.005223752675218251,-0.0105369635039302,664285
"Pérez, Eury",0.009280480098548736,-0.010366882440292007,691587
"Leone, Dominic",0.008204177624640836,-0.010265240182214464,608678
"Perdomo, Angel",0.010730169273328182,-0.01017886623467867,622780
"Ragans, Cole",0.005200962368758079,-0.010063658285056135,666142
"Quintana, José",0.008055948965564348,-0.01002527995508765,500779
"Gray, Josiah",0.004996813231388469,-0.009946834288650211,680686
"Edwards Jr., Carl",0.010907433402346445,-0.009854061076604557,605218
"Sandlin, Nick",0.012409642585503988,-0.009681967599183968,680704
"Milone, Tommy",0.01142682926829268,-0.00960365853658536,543548
"Eovaldi, Nathan",0.02301625818832689,-0.009329721203353444,543135
"Wheeler, Zack",0.009736295098686676,-0.009268254734472561,554430
"Webb, Logan",0.008875621753553673,-0.009260159361625322,657277
"Rodriguez, Eduardo",0.006350442085637596,-0.009216136389909497,593958
"Sale, Chris",0.013151243261167796,-0.009214861465093666,519242
"Ohtani, Shohei",0.0038176377152502536,-0.00912677105180134,660271
"Gausman, Kevin",0.018321615488325175,-0.00902145166180209,592332
"Speier, Gabe",0.019474783868414478,-0.008957084659782316,642100
"Lugo, Seth",0.0018811970379800768,-0.008892592025439346,607625
"Harvey, Hunter",0.022153136847042957,-0.008890127576786514,640451
"Velasquez, Vince",0.03684785714285714,-0.008781428571428572,592826
"Bristo, Braden",0.055269841269841274,-0.008714285714285716,668754
"Miller, Bobby",0.015301497595607793,-0.008545055398000293,676272
"McClanahan, Shane",0.0033879448301821257,-0.008512376791258143,663556
"Martinez, Nick",0.015629682420261436,-0.008459708992197534,607259
"Ober, Bailey",0.016470970612832956,-0.008434449803457901,641927
"Hoeing, Bryan",0.02650756463067183,-0.008400530199029723,663773
"Rosenberg, Kenny",0.03758726132965263,-0.008398037676609104,670046
"Smith-Shawver, AJ",0.024368319727891156,-0.008341245791245792,700363
"González, Victor",0.01148701344255286,-0.00825243721089309,624647
"Bowlan, Jonathan",0.07142142857142858,-0.008120689655172417,680742
"Thompson, Zack",0.009066325328962047,-0.008090282427841622,668868
"Assad, Javier",0.01758013960337913,-0.008083888464685898,665871
"Castillo, Luis",0.01605175641475927,-0.00799737768207331,622491
"Lynch IV, Daniel",0.02281829805996472,-0.00797499265138154,663738
"Foley, Jason",0.010482675238995157,-0.007934596889759135,671345
"Bello, Brayan",0.02367626813431271,-0.00786723444599896,678394
"Henry, Tommy",0.014065475579800688,-0.007839768427617123,674072
"Jackson, Luke",0.004884729832766888,-0.007807562933544405,592426
"Javier, Cristian",0.010716876787438621,-0.0077940865249415455,664299
"Paxton, James",0.027795621614211542,-0.007754748606148832,572020
"Strider, Spencer",0.007511360792634849,-0.0077352258508628785,675911
"Berríos, José",0.0016916422143535047,-0.007684839270181734,621244
"Bassitt, Chris",0.014373536218513627,-0.0075896535413235615,605135
"Elder, Bryce",0.007587678154165355,-0.00752910239146444,693821
"Carlton, Drew",0.052276642702535556,-0.007514059601113171,656290
"Smith, Chad",0.0500817791005291,-0.007320221560846563,663385
"Vest, Will",0.012973923647016201,-0.007300553409610621,676684
"Festa, Matt",0.016696474358974363,-0.007271314102564098,670036
"Lange, Alex",0.004780344579047491,-0.0072483326608239074,656638
"Kelly, Zack",0.031231026785714287,-0.007134486607142855,677161
"Floro, Dylan",0.0001518213579598214,-0.007092715451589986,571670
"Cabrera, Edward",0.0005304832929455324,-0.006965049009983967,665795
"Toussaint, Touki",0.012512345688225068,-0.00690990018524342,657053
"Smith, Drew",0.019726554379577283,-0.006868026778955032,622098
"Kikuchi, Yusei",0.008234743018371866,-0.006846031948111911,579328
"Gilbert, Logan",0.005965659644255506,-0.006831550225195634,669302
"Mushinski, Parker",0.06221670580881107,-0.006817085692085689,656786
"Bubic, Kris",0.022939999999999995,-0.006616666666666665,663460
"Duffy, Matt",0.09666666666666666,-0.006611111111111111,622110
"Manning, Matt",0.010499979649979646,-0.006608056064306064,666159
"Steele, Justin",0.006431035362908429,-0.006521051830805835,657006
"Scherzer, Max",0.007382546000029216,-0.006513195954787038,453286
"Peralta, Sammy",0.037381364589516755,-0.006510960050587718,671111
"García, Deivi",0.01541559139784946,-0.006405107526881721,665620
"Oviedo, Johan",0.012414232068022982,-0.006148522284011491,670912
"Estrada, Jeremiah",0.026075661826599327,-0.005866251221896386,669093
"Tellez, Rowdy",0.14056666666666667,-0.0057272727272727275,642133
"Walker, Taijuan",0.020203941093528768,-0.005593354870576037,592836
"Kelly, Kevin",0.010356043622620437,-0.005407108178307293,687330
"Paddack, Chris",0.0020250000000000016,-0.005362499999999995,663978
"Mejía, J.C.",0.06590927128427129,-0.005175387596899225,650496
"Rea, Colin",0.013261224478498649,-0.005174843927656401,607067
"Tonkin, Michael",0.011851499673022155,-0.005079612536158988,543859
"Williams, Gavin",0.00832020387846281,-0.0049632326436450155,668909
"Shreve, Chasen",0.011827431587154933,-0.004955505647723167,592741
"Means, John",0.022914930555555563,-0.004933159722222222,607644
"Abbott, Andrew",0.006983658768496347,-0.004906829168697304,671096
"Beck, Tristan",0.0018131814828412475,-0.004905253026573041,663941
"Winder, Josh",0.018172906887574072,-0.0048843391693968825,680739
"Berroa, Prelander",0.03433333333333333,-0.00479166666666667,672860
"Cease, Dylan",0.011534500728511565,-0.0047387425235533,656302
"Littell, Zack",0.0004497382488825117,-0.004709363319817176,641793
"Luzardo, Jesús",0.003229858115986196,-0.004605945603577478,666200
"Ryan, Joe",0.01624589305771361,-0.004577380026393752,657746
"Allen, Logan",0.005819899492938461,-0.00451571897723846,671106
"Voth, Austin",0.02506357665163854,-0.004469901382322051,608723
"Cuas, Jose",0.016068069358116138,-0.004232558410419435,621016
"Marte, Yunior",0.03729092864824339,-0.0041457937641952245,628708
"Bellatti, Andrew",0.02097168138790263,-0.004129518783172883,571479
"Montero, Rafael",0.04244432092502873,-0.0040444759213498285,606160
"Gray, Jon",0.012030211259704975,-0.003843033015366081,592351
"Wicks, Jordan",0.031358786848072556,-0.0038033382425135026,696136
"Stanek, Ryne",0.005514316632339098,-0.003778643902445169,592773
"Miley, Wade",0.016177686658549687,-0.003712942244043848,489119
"Peralta, Freddy",0.008782736971879082,-0.0036106686158932284,642547
"Williamson, Brandon",0.008280913085862393,-0.0035879162182405277,682227
"Garcia, Luis",0.007900878684807251,-0.0035147766323024086,677651
"McKenzie, Triston",0.007492753623188397,-0.0034039855072463686,663474
"Zerpa, Angel",0.029363876863876856,-0.003403076685219545,672582
"Glasnow, Tyler",0.0019731937545598532,-0.003383843186397367,607192
"Suárez, Ranger",0.029303311011443785,-0.0029981392106961675,624133
"Stroman, Marcus",0.0018339531504187523,-0.0029451850854056365,573186
"Cobb, Alex",0.0021692046202858783,-0.0029182190578125543,502171
"Hartwig, Grant",0.01711740294716941,-0.0029005921539431065,701643
"Brito, Jhony",0.005846779737089186,-0.002740915458896272,666745
"Kirby, George",0.016032445272664966,-0.002654843065060631,669923
"Lambert, Peter",0.016814397930926928,-0.002602825854811502,663567
"Hall, DL",0.05800427616108726,-0.002431232379820607,669084
"Gage, Matt",0.048850438596491234,-0.0023739316239316287,657424
"Mikolas, Miles",0.004257819971220728,-0.002360522870198913,571945
"Blackburn, Paul",0.012277773527739205,-0.0023417169525488495,621112
"Caceres, Kelvin",0.07156818181818184,-0.0022380952380952348,680983
"Karinchak, James",6.33997982668038e-05,-0.0022178807817428564,675916
"Pérez, Martín",0.0016425230326845442,-0.0021185480472088116,527048
"Matz, Steven",0.0047244214147989985,-0.00211336514713683,571927
"Gaddis, Hunter",0.02894093474426808,-0.0021016313932980574,683769
"Thompson, Mason",0.0342191126612605,-0.002093008021737897,666168
"Keller, Mitch",0.0011679549100462267,-0.0020573570846527437,656605
"Alzolay, Adbert",0.028306130600933836,-0.0020520551994568145,640470
"Houck, Tanner",0.018866258354810546,-0.002033808053872187,656557
"Ginkel, Kevin",0.010542364007465374,-0.0020170239151453355,656464
"Faedo, Alex",0.0030008197439381056,-0.0018848573356468126,656412
"Erceg, Lucas",0.0079947893694488,-0.0018190583067285908,668674
"Stephens, Jackson",0.023419607843137256,-0.001589215686274512,623451
"Clevinger, Mike",0.002660247632073965,-0.001530526138562847,605182
"Avila, Pedro",0.020000023064696986,-0.0015113640022980724,658648
"Acton, Garrett",0.08325969230769228,-0.0014941176470588296,670183
"Garrett, Braxton",0.0018146184749584524,-0.0014283929415307025,666129
"Ramírez, Erasmo",0.023365626244169636,-0.001355513694467804,541640
"Salazar, Eduardo",0.045104229323308265,-0.00129578754578754,674285
"Herget, Jimmy",0.03661751682056956,-0.0011922858670752906,623474
"Tarnok, Freddy",0.017057619047619044,-0.0011475845410627978,676206
"Richards, Trevor",0.009254074110218065,-0.0011034194146254677,670950
"Ort, Kaleb",0.03997680448636332,-0.001100660256818345,672391
"Staumont, Josh",0.03187347178454715,-0.0010148929773929776,622251
"Heasley, Jonathan",0.06091679197994987,-0.0009977443609022608,669169
"Duffey, Tyler",0.06012083333333334,-0.0009032258064516146,608648
"Junis, Jakob",0.0092424507095508,-0.0008365411213947375,596001
"Teheran, Julio",0.006200987617824349,-0.00080210852073097,527054
"Montgomery, Jordan",0.021952654573696245,-0.0007943213472194253,656756
"Alexander, Tyler",0.0025744381784544067,-0.0007756534788177794,641302
"Covey, Dylan",0.002637786723610081,-0.0007065739412023179,592229
"Beeks, Jalen",0.01164265825870578,-0.0007017611249714329,656222
"Peterson, David",0.016329349270230126,-0.0006905507329095673,656849
"Thompson, Ryan",0.015354354896698511,-0.0004964728588211435,657044
"Machado, Andrés",0.02323534374791445,-0.0004400983089580976,600921
"Houser, Adrian",0.009299974800468805,-0.00032713633825290567,605288
"Blanco, Ronel",0.018924269708149657,-0.0003089660751871105,669854
"Rogers, Taylor",0.01683961485681938,-0.00025323335433560985,573124
"Maeda, Kenta",0.0007270531965746364,-0.00021099058786807544,628317
"Dunning, Dane",0.008517636937710996,-0.00010018412229195278,641540
"Robertson, Nick",0.06334312557469528,5.811641598562971e-05,687798
"Miller, Bryce",0.0017050301254958682,0.00011160003006819503,682243
"Giolito, Lucas",0.018699403679006382,0.0001356976095326196,608337
"Puk, A.J.",0.01433390325552323,0.0001986474735314937,640462
"Quantrill, Cal",0.013683752062223553,0.00020937484673089825,615698
"Morton, Charlie",0.00836389912612101,0.00023055447213221104,450203
"Lucchesi, Joey",0.015456009394233894,0.0002647226230559537,664192
"Jiménez, Dany",0.00020983199340342766,0.0002766589540727466,666204
"Hernández, Jonathan",0.018641312858530622,0.0003281494983079895,642546
"France, J.P.",0.011582771512149563,0.00034173411858684656,641585
"Bieber, Shane",0.014815451068046097,0.00038215234178318885,669456
"McCann, James",0.007857142857142863,0.0005000000000000004,543510
"Hatch, Thomas",0.02204445736133715,0.0005074101465215349,641672
"Tapia, Domingo",0.014357010582010589,0.0005152399848828426,593619
"Detmers, Reid",0.003488974350396392,0.0005775292857071532,672282
"Kelly, Merrill",0.013398963908879197,0.0006075066457976226,518876
"Márquez, Germán",0.03642774822695037,0.00062631578947369,608566
"Webb, Jacob",0.001835921763804138,0.000746493091830001,657097
"Fleming, Josh",0.01791227914061247,0.0007669244027577351,676596
"Colomé, Alex",0.0631871212121212,0.0008769841269841308,517008
"Civale, Aaron",0.026016191012806566,0.0009729523706676519,650644
"Cleavinger, Garrett",0.002029212454212453,0.0009889329805996478,664076
"Wood, Alex",0.008405301595785121,0.0010478699062695656,622072
"Crawford, Kutter",0.011093093030127833,0.0010866522950620952,676710
"Clemens, Kody",0.18991666666666668,0.0011011904761904778,665019
"Winans, Allan",0.030466504329004336,0.0012129129129129093,642216
"Canning, Griffin",0.006294139398494797,0.0012813170642012844,656288
"Yacabonis, Jimmy",0.04557760141093473,0.0013134920634920546,642231
"Rodriguez, Grayson",0.014164137771301252,0.0013330579447853501,680570
"Pivetta, Nick",0.01439212708962398,0.0013719894099488829,601713
"Germán, Domingo",0.002554751796159003,0.001372559612081488,593334
"Headrick, Brent",0.04649652129713105,0.0013883992179172906,687396
"Bido, Osvaldo",0.0012357501005938495,0.0013972739500083228,674370
